SN,Total Feedback Given,Total Configured,Questions,Weightage 1,Weightage 2,Weightage 3,Weightage 4,Weightage 5,Average/ Percentage,Course Name,Basic Course,Numeric_Rating,Feedback_Text,Sentiment_Score,Sentiment_Type
19,1,21,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,0,1,0,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,4.0,"Excellent work on What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?. Very satisfied.",0.5499999999999999,Positive
20,1,21,The overall quality of the teaching-learning process in your institute is very good.,0,0,0,1,0,4.00 / 80.00,MSC INFORMATION TECHNOLOGY - 1,MSC INFORMATION TECHNOLOGY,4.0,Excellent work on The overall quality of the teaching-learning process in your institute is very good.. Very satisfied.,0.64,Positive
1,3,24,How much of the syllabus was covered in the class?,0,0,2,0,1,3.67 / 73.33,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.67,"The college is okay with How much of the syllabus was covered in the class?, but needs improvement.",0.35,Positive
2,3,24,How well did the teachers prepare for the classes?,0,0,1,2,0,3.67 / 73.33,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.67,"The college is okay with How well did the teachers prepare for the classes?, but needs improvement.",0.5,Positive
3,3,24,How well were the teachers able to communicate?,0,0,0,2,1,4.33 / 86.67,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,4.33,Excellent work on How well were the teachers able to communicate?. Very satisfied.,0.7166666666666667,Positive
4,3,24,The teachers approach to teaching can best be described as,1,0,1,0,1,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,"The college is okay with The teachers approach to teaching can best be described as, but needs improvement.",0.75,Positive
5,3,24,Fairness of the internal evaluation process by the teachers.,0,1,0,1,1,3.67 / 73.33,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.67,"The college is okay with Fairness of the internal evaluation process by the teachers., but needs improvement.",0.25,Positive
6,3,24,Was your performance in assignments discussed with you?,0,1,1,0,1,3.33 / 66.67,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.33,"The college is okay with Was your performance in assignments discussed with you?, but needs improvement.",0.5,Positive
7,3,24,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,2,0,1,3.67 / 73.33,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.67,"The college is okay with The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students., but needs improvement.",0.18333333333333335,Positive
8,3,24,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",1,0,0,2,0,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,"The college is okay with The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth., but needs improvement.",0.17777777777777778,Positive
9,3,24,The institution provides multiple opportunities to learn and grow.,1,0,1,0,1,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,"The college is okay with The institution provides multiple opportunities to learn and grow., but needs improvement.",0.25,Positive
10,3,24,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",1,0,0,1,1,3.33 / 66.67,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.33,"The college is okay with Teachers inform you about your expected competencies, course outcomes and program
outcomes., but needs improvement.",0.2,Positive
11,3,24,Your mentor does a necessary follow-up with an assigned task to you.,1,0,0,2,0,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,"The college is okay with Your mentor does a necessary follow-up with an assigned task to you., but needs improvement.",0.25,Positive
12,3,24,The teachers illustrate the concepts through examples and applications.,0,2,0,0,1,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,"The college is okay with The teachers illustrate the concepts through examples and applications., but needs improvement.",0.5,Positive
13,3,24,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,0,1,0,1,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,"The college is okay with The teachers identify your strengths and encourage you to provide the proper level of challenges., but needs improvement.",0.25,Positive
14,3,24,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,0,1,1,3.67 / 73.33,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.67,"The college is okay with Teachers are able to identify your weaknesses and help you to overcome them., but needs improvement.",0.5,Positive
15,3,24,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,0,1,0,1,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,"The college is okay with The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process., but needs improvement.",0.5,Positive
16,3,24,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,0,0,1,1,3.33 / 66.67,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.33,"The college is okay with The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences., but needs improvement.",0.25,Positive
17,3,24,Teachers encourage you to participate in extracurricular activities.,1,0,1,0,1,3.00 / 60.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.0,"The college is okay with Teachers encourage you to participate in extracurricular activities., but needs improvement.",0.5,Positive
18,3,24,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,1,0,1,1,3.67 / 73.33,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.67,"The college is okay with Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work., but needs improvement.",0.26666666666666666,Positive
19,3,24,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,1,0,1,3.33 / 66.67,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,3.33,"The college is okay with What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?, but needs improvement.",0.25,Positive
20,3,24,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,1,1,4.00 / 80.00,MSC MICROBIOLOGY - 1,MSC MICROBIOLOGY,4.0,Excellent work on The overall quality of the teaching-learning process in your institute is very good.. Very satisfied.,0.64,Positive
1,14,44,How much of the syllabus was covered in the class?,0,1,3,7,3,3.86 / 77.14,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.86,"The college is okay with How much of the syllabus was covered in the class?, but needs improvement.",0.35,Positive
2,14,44,How well did the teachers prepare for the classes?,1,1,3,7,2,3.57 / 71.43,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.57,"The college is okay with How well did the teachers prepare for the classes?, but needs improvement.",0.5,Positive
3,14,44,How well were the teachers able to communicate?,1,3,2,5,3,3.43 / 68.57,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.43,"The college is okay with How well were the teachers able to communicate?, but needs improvement.",0.5,Positive
4,14,44,The teachers approach to teaching can best be described as,1,4,4,3,2,3.07 / 61.43,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.07,"The college is okay with The teachers approach to teaching can best be described as, but needs improvement.",0.75,Positive
5,14,44,Fairness of the internal evaluation process by the teachers.,0,0,4,5,5,4.07 / 81.43,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,4.07,Excellent work on Fairness of the internal evaluation process by the teachers.. Very satisfied.,0.5499999999999999,Positive
6,14,44,Was your performance in assignments discussed with you?,1,2,4,4,3,3.43 / 68.57,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.43,"The college is okay with Was your performance in assignments discussed with you?, but needs improvement.",0.5,Positive
7,14,44,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,3,4,2,4,3.36 / 67.14,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.36,"The college is okay with The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students., but needs improvement.",0.18333333333333335,Positive
8,14,44,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,5,5,3,3.71 / 74.29,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.71,"The college is okay with The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth., but needs improvement.",0.17777777777777778,Positive
9,14,44,The institution provides multiple opportunities to learn and grow.,0,1,4,7,2,3.71 / 74.29,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.71,"The college is okay with The institution provides multiple opportunities to learn and grow., but needs improvement.",0.25,Positive
10,14,44,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,3,3,4,4,3.64 / 72.86,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.64,"The college is okay with Teachers inform you about your expected competencies, course outcomes and program
outcomes., but needs improvement.",0.2,Positive
11,14,44,Your mentor does a necessary follow-up with an assigned task to you.,1,1,2,7,3,3.71 / 74.29,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.71,"The college is okay with Your mentor does a necessary follow-up with an assigned task to you., but needs improvement.",0.25,Positive
12,14,44,The teachers illustrate the concepts through examples and applications.,1,3,1,4,5,3.64 / 72.86,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.64,"The college is okay with The teachers illustrate the concepts through examples and applications., but needs improvement.",0.5,Positive
13,14,44,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,4,3,1,4,3.07 / 61.43,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.07,"The college is okay with The teachers identify your strengths and encourage you to provide the proper level of challenges., but needs improvement.",0.25,Positive
14,14,44,Teachers are able to identify your weaknesses and help you to overcome them.,2,3,1,5,3,3.29 / 65.71,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.29,"The college is okay with Teachers are able to identify your weaknesses and help you to overcome them., but needs improvement.",0.5,Positive
15,14,44,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,2,3,5,4,3.79 / 75.71,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.79,"The college is okay with The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process., but needs improvement.",0.5,Positive
16,14,44,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,2,1,5,5,3.79 / 75.71,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.79,"The college is okay with The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences., but needs improvement.",0.25,Positive
17,14,44,Teachers encourage you to participate in extracurricular activities.,0,3,4,4,3,3.50 / 70.00,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.5,"The college is okay with Teachers encourage you to participate in extracurricular activities., but needs improvement.",0.5,Positive
18,14,44,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,2,5,3,4,3.64 / 72.86,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.64,"The college is okay with Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work., but needs improvement.",0.26666666666666666,Positive
19,14,44,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,4,5,3,2,3.21 / 64.29,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.21,"The college is okay with What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?, but needs improvement.",0.25,Positive
20,14,44,The overall quality of the teaching-learning process in your institute is very good.,1,2,4,5,2,3.36 / 67.14,MSC ANALYTICAL CHEMISTRY SEM III,MSC ANALYTICAL CHEMISTRY,3.36,"The college is okay with The overall quality of the teaching-learning process in your institute is very good., but needs improvement.",0.47,Positive
1,7,20,How much of the syllabus was covered in the class?,0,0,1,1,5,4.57 / 91.43,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.57,Excellent work on How much of the syllabus was covered in the class?. Very satisfied.,0.6166666666666667,Positive
2,7,20,How well did the teachers prepare for the classes?,0,0,0,5,2,4.29 / 85.71,M.SC PART - 2 COMPUTER SCIENCE,MSC COMPUTER SCIENCE,4.29,Excellent work on How well did the teachers prepare for the classes?. Very satisfied.,0.825,Positive
